F1,F11,F15,F28,F32,F36,F53,F55,F57,F60,F65,F71,F74,F76,F77,F78,F85,F86,F92,F95,F97,F99,F106,F118,F126,F132,F40,class
134.9609375,60883.83675,15668841.09,498.499183,9105.532815,31974795.02,9431.462698,1.663956111,2063044.804,0.381161518,56.00250985,28.98824035,25295.32117,1.480257131,0.04892867,3622880.411,233.0575337,41.30718551,18.1574254,17807.16778,1.156099107,1088794.668,42.14990079,0.985710529,1.016291543,0.71285005,479.2385692,1
171.875,25511.87515,15792096.62,866.2236433,15694.33488,31953366.99,3821.158628,2.0562725,2081239.366,0.333821441,45.29024572,17.36044447,9077.931206,1.925279773,0.270388328,3682469.998,260.6353508,17.96524511,6.820582834,2512.482552,2.006442471,1134906.961,48.77535945,1.678291398,1.020147393,0.440824487,826.0176252,1
164.9414063,29414.22462,15780486.51,483.7836035,8895.957247,31977629,5970.043486,1.862530973,2074779.103,0.349436058,45.10350531,21.65979522,14162.32283,1.732149344,0.033901552,3667161.612,261.3064709,20.04427591,8.490568662,3892.979091,1.816324731,1131720.36,47.84607344,1.435975476,1.049944659,0.480433696,468.2082761,1
147.0703125,53421.78345,15696503.19,555.541603,11945.03472,31965401.67,6806.538919,1.805591074,2071920.234,0.355311002,88.11605479,27.67040868,23190.80219,1.51798,0.095138482,3631844.244,236.0891508,58.68669072,18.73398615,18959.41701,1.128870461,1083188.865,41.97407382,0.986743817,1.015662741,0.675458604,628.686038,1
142.8710938,58023.65303,15682381.75,418.0393272,7526.485538,31980348.61,9096.129523,1.679676829,2062638.61,0.375597033,57.40694141,27.63400245,23122.90203,1.519253377,0.04892867,3634068.628,222.4386779,43.60261167,19.10684503,19720.76903,1.111772478,1080341.993,45.34819844,0.977660772,1.012312801,0.686054787,396.1308178,1
166.5039063,19053.2589,15808776.04,647.5327895,14274.27256,31955783.54,3441.78665,2.101671097,2082676.484,0.322056384,64.09134456,16.81930742,8877.767502,1.934961814,0.217065531,3682510.636,257.585618,17.04248749,8.27579774,3698.919905,1.838526023,1131785.047,49.14892323,1.718032925,1.020852476,0.40459607,751.2775029,1
160.3515625,31212.86392,15774848.12,219.2457115,4492.518636,31991076.12,6767.813018,1.80806869,2071459.989,0.347057687,35.6169545,23.17515284,16570.90282,1.66394212,0.01230826,3659085.739,258.6656218,24.47096477,10.5394584,5998.349932,1.628614152,1125607.006,47.43918881,1.38719608,1.063761113,0.447727754,236.4483492,1
143.5546875,57317.15202,15682771.42,2351.499083,54806.96659,31789635.2,2344.58286,2.268330428,2086007.114,0.276446333,71.86905119,34.32736466,35923.55698,1.327923077,0.010714819,3584043.658,231.6806941,57.37309241,18.96158043,19433.67398,1.118141086,1079107.865,38.72869995,0.94268742,1.026193594,0.739240878,2884.577189,1
150.390625,54236.04965,15689470.01,1350.939459,34502.14791,31872812.65,1328.912116,2.514758264,2088757.677,0.246845385,77.60613669,36.0888467,39613.20942,1.285463505,0.197147509,3569506.98,219.8417493,44.43179003,18.81676849,19135.11784,1.124864509,1080224.252,43.53396868,0.940478437,1.025596683,0.700137471,1815.902521,1
168.2617188,19067.39235,15810210.67,705.2725691,16243.82739,31950827.55,1901.987329,2.35914531,2086883.982,0.276140728,45.99907209,19.49863895,11581.70466,1.819504515,0.187558106,3675239.722,254.4237085,21.12515303,8.182317827,3615.60659,1.848417077,1131567.712,49.28607757,1.813166085,1.030559339,0.419552424,854.9382835,1
163.1835938,28294.57283,15782159.28,431.2147384,9494.758461,31974901.32,2215.30474,2.292951732,2085339.462,0.292105237,61.9911305,27.68341001,23131.99084,1.519082712,0.104727884,3634040.223,253.886736,31.27086088,9.612058707,4990.201368,1.708513254,1127753.457,47.88345171,1.441731272,1.089562706,0.467585563,499.7241295,1
16.5039062,2439017.439,5322641.94,141681.8825,2577311.166,17947322.83,70402.6925,0.79098577,1810412.179,0.448663954,160.8834707,39.56727062,47266.9544,1.20874769,0.12783279,3523479.779,244.5264745,20.06407856,7.929637776,3398.924503,1.875249073,1132058.555,48.16506155,1.267441591,1.027489475,2.661546801,135647.9561,1
6.9335937,2471232.004,5136310.31,142032.8771,2596679.637,17802332.48,59819.74691,0.861729376,1853815.01,0.444459992,161.4720293,40.3211124,49080.38544,1.192397685,0.058518072,3516536.468,245.4264803,19.8714027,7.832751585,3314.52286,1.886166319,1132329.145,48.1822124,1.272446704,1.030308873,2.637635735,136667.3493,1
20.5078125,1417867.241,9868588.986,78702.2598,1421740.734,24397476.66,7120.058117,1.786036677,2071502.51,0.339814368,42.33206907,21.58407497,13982.25318,1.737706277,0.095138482,3663285.589,260.454577,19.24128488,8.082153606,3529.998553,1.858820806,1132628.729,37.58275606,1.03541824,1.01395688,1.736805492,74828.45969,1
23.828125,1615735.54,9032223.425,90933.39358,1637064.713,23247338.32,11348.59136,1.583600982,2056971.735,0.358956601,77.16419628,20.75350657,12944.53938,1.771194348,0.212995672,3667021.685,252.7252635,16.7306252,7.564276389,3091.562549,1.916399854,1133354.456,40.40730166,1.043825171,1.011421791,1.829663412,86161.30067,1
38.4765625,716795.9023,12975875.16,38119.84493,687870.9817,28464298.68,11722.51967,1.56952319,2055764.668,0.370980933,39.98644198,29.59591791,26408.21504,1.461559005,0.01230826,3618828.524,261.5642871,22.42439391,9.444056725,4816.663945,1.723881843,1129241.421,47.67466248,1.368733863,1.058227525,1.385215834,36203.73588,1
66.5039062,811954.7272,12561509.27,44161.32557,860393.3314,27590525.93,12063.64499,1.55706666,2054374.684,0.366798077,111.7745607,28.89610315,25312.88776,1.479955648,0.033901552,3621390.732,254.5123637,17.30003126,8.896896315,4274.381414,1.775743481,1130520.698,46.41617494,1.397320624,1.048920319,1.481721104,45283.85955,1
50.8789062,758390.1405,12791113.03,38991.50736,784571.515,27961917.32,10383.80194,1.622182989,2061029.969,0.348398979,47.5331684,21.29038737,13749.61472,1.744992384,0.033901552,3666487.65,256.9958597,30.52326496,8.415589783,3824.459697,1.824034715,1131112.97,43.98079109,1.503792798,1.035733888,1.365591951,41293.23763,1
52.2460937,439370.9469,14236317.15,34935.7371,911573.8682,27518773.25,73326.92792,0.773311794,1775190.378,0.461159189,125.7047853,28.31200644,24110.67567,1.501087105,0.275053647,3618266.769,227.4457763,65.80551046,14.42323414,11239.39972,1.355936591,1104342.381,46.83364217,1.653257035,1.068015809,1.578717601,47977.57201,1
50.390625,425151.1002,14294258.18,27293.10553,829655.7473,27969070.72,75410.44775,0.761143929,1764062.656,0.463954856,126.3893854,28.39619681,24263.5897,1.498341546,0.459153677,3617537.538,227.2569343,66.53188997,14.45824526,11295.01329,1.353793151,1104028.018,46.86448407,1.640742508,1.069556921,1.475055085,43666.09196,1
128.8085938,120409.1167,15464537.7,10362.25379,304384.1895,30624660.37,14861.8431,1.466479314,2044189.417,0.370359946,30.32114829,14.23936833,6099.265951,2.097965729,0.149344255,3692843.903,269.6613499,14.43522394,4.928995565,1312.131531,2.288410116,1137791.754,49.85477939,1.701071367,1.115859102,0.799385176,16020.2205,1
169.8242188,111601.162,15518888.82,5537.282982,260846.9161,30864650.06,5170.342049,1.924977943,2077365.883,0.334669001,36.8190792,17.25961535,9016.534722,1.928226675,0.189890765,3683453.202,257.5758071,18.04920441,7.356930467,2925.082602,1.940431764,1133727.533,48.70269849,1.697882115,1.095843593,0.72815637,13728.78506,1
147.3632813,104180.2979,15544277.92,5411.986174,150561.5017,31395228.26,5408.455604,1.905427646,2074812.397,0.344221299,47.08007017,22.03249302,14571.53919,1.719779266,0.074366235,3663713.771,258.4006385,24.39938521,9.515153618,4895.798078,1.71680615,1128731.611,50.49144198,1.880812475,1.091899906,0.623917316,7924.289564,1
129.6875,108090.8489,15533510.3,3547.115449,211207.2443,31108393.11,13191.93914,1.518239648,2046366.831,0.354924074,76.5167515,19.79664546,11956.49275,1.805674372,0.260798925,3670355.146,266.5537986,17.0156263,5.562688073,1672.010171,2.183219765,1136970.954,50.13454063,1.910521876,1.089827266,0.703815012,11116.17075,1
138.1835938,109001.5507,15527372.48,2511.18889,126654.9684,31486033.99,19703.94867,1.344005899,2019242.719,0.38011939,34.24064628,21.90145121,14517.51672,1.721392249,0.147750813,3665077.912,252.947237,22.79385681,9.460421804,4833.501001,1.722366692,1129085.155,46.27140865,1.571362299,1.10281732,0.693675173,6666.050969,1
133.203125,45158.64372,15723330.89,458.4425542,11366.02007,31965944.39,16815.37363,1.412848859,2028307.042,0.378699347,69.20424917,21.27419067,13753.7389,1.744862147,0.104727884,3666600.463,253.7220111,28.07768956,9.366598687,4738.376328,1.730997151,1129017.649,49.8218459,1.655034583,1.095485921,0.556015103,598.2115827,1
158.59375,48132.03812,15723871.73,1149.902191,27369.62982,31905223.71,7649.617509,1.754884717,2065398.801,0.337362099,35.6369125,19.6946904,11755.24673,1.813045806,0.260798925,3672993.099,260.4453173,17.48776434,7.171088453,2779.525491,1.962591465,1134335.891,49.1324081,1.929052683,1.086643954,0.528558502,1440.506832,1
147.8515625,140802.1164,15393661.13,16969.96835,329279.253,30537782.4,11300.94661,1.585427956,2052603.832,0.376819266,35.01367525,21.44549897,14461.94728,1.723057695,0.232174476,3660912.522,235.662032,64.94629572,15.3240449,12687.01638,1.303324615,1100537.62,44.45041854,1.359306499,1.046209711,1.002636761,17330.487,1
71.3867187,112932.6534,15473534.68,15139.36583,303709.3527,30646472.11,13376.62277,1.512202262,2044732.28,0.386464585,74.83168553,21.58269529,14118.84286,1.733484635,0.271127545,3660724.039,212.5801811,41.97580575,15.82848862,13532.33505,1.275313512,1097807.918,41.59080503,1.348280082,1.036599449,1.012443697,15984.70277,1
134.9609375,87055.63545,15563806.8,3404.455419,100564.555,31572809.84,18282.5838,1.37651988,2023206.455,0.402293294,44.71392946,24.19823978,18092.15858,1.625800108,0.236100578,3645329.705,222.7543471,69.0360918,17.87731809,17272.87091,1.169328676,1082784.896,45.95348697,1.377724173,1.02640734,0.828777367,5292.871314,1
150.6835938,25218.26744,15788962.49,2051.221805,37187.39373,31864004.66,3329.882814,2.116021853,2082858.938,0.310935509,35.5333935,12.9340213,5020.411486,2.182488686,0.263787387,3694822.378,256.1448988,36.67712146,8.414234957,3824.614471,1.824017144,1129760.599,50.54351659,2.210825467,1.020003799,0.485621584,1957.231249,1
178.2226563,14127.65503,15821255.23,581.2958925,12653.70031,31962343.86,2928.017912,2.171859179,2084247.342,0.27449802,31.74848473,10.38815002,3239.163881,2.372747522,0.462284407,3700715.912,247.161231,21.3294971,7.098761752,2721.826885,1.971698316,1132924.792,49.70617144,2.399413441,1.022089507,0.364146369,665.9842266,1
168.8476563,21146.81244,15798234.39,404.6743563,7748.647212,31981206.71,3488.545024,2.095812401,2082430.874,0.325115516,63.19748305,15.11328968,7196.998858,2.026102725,0.283147568,3686270.849,240.2643896,32.16288647,9.726422351,5108.583055,1.698332883,1126085.596,44.36037555,1.536093211,1.019657945,0.443486491,407.8235375,1
142.4804688,25414.92462,15781816.91,497.7558551,9045.80004,31976444.97,7156.118949,1.783842972,2069041.435,0.359733899,18.69405327,15.13043858,7254.193692,2.022665487,0.422280437,3685952.349,247.9670665,40.02483554,9.277088228,4647.507054,1.739404852,1126986.442,45.59417554,1.54028095,1.016168187,0.463728607,476.094739,1
150.9765625,28313.45558,15774360.84,418.6887819,7947.73648,31980473.16,14184.04149,1.486750597,2041547.193,0.373707182,82.07832668,19.17023065,11175.1627,1.835021782,0.294232451,3672599.904,238.9390698,23.81895815,9.621888445,5011.874394,1.706631523,1126187.125,44.04289419,1.579002339,1.023984241,0.507940428,418.30192,1
155.2734375,21816.93077,15793124.5,307.5791894,7388.371747,31981409.31,11948.08007,1.561246736,2050423.684,0.361457637,21.49434282,16.76526721,8689.402034,1.94427463,0.49631182,3679036.814,255.67747,38.53021193,8.958937916,4352.905051,1.767839392,1127800.548,42.88477922,1.653374213,1.019420677,0.453482027,388.8616709,1
166.015625,40016.56532,15738457.46,604.8827325,11453.81272,31967462.97,14284.29593,1.483691966,2045437.527,0.385756446,75.56750825,20.68671526,12851.51478,1.774326386,0.249616081,3667017.11,253.3977066,36.6723717,9.02442376,4398.623173,1.763302865,1128448.806,45.33695046,1.423084998,1.011381795,0.587586199,602.8322486,1
141.3085938,24107.84721,15787321.14,207.7007665,4124.133127,31991330.67,7906.954341,1.740517054,2066837.503,0.341794674,38.89703187,17.37847599,9060.597973,1.926109708,0.334039745,3680782.615,239.4616673,24.88301168,8.518608349,3919.627116,1.813362807,1129552.906,43.45382258,1.438725797,1.010715531,0.48131014,217.0596383,1
150.2929688,30085.34431,15774476.32,493.3382588,8906.944539,31975456.28,9664.301851,1.653365785,2059502.665,0.368201228,15.48467522,17.02341265,8826.400784,1.937481653,0.509174584,3677743.663,239.9123283,32.60176875,7.91054853,3384.533118,1.87709128,1130516.878,47.41355392,1.733547865,1.025652128,0.501108708,468.7865547,1
156.5429688,20089.17809,15799812.62,283.4831378,5233.794156,31987758.61,5284.80674,1.915469927,2076002.788,0.335748667,69.71689554,15.41939859,7312.273877,2.01920266,0.25996138,3685502.35,248.3329316,37.81144134,7.524929018,3066.152002,1.919983047,1131487.494,45.67561369,1.783210846,1.019468008,0.427942421,275.4628503,1
170.0195313,13315.89699,15825832.68,169.4736369,3200.298567,31994804.34,4511.903302,1.984125179,2078450.541,0.346006645,36.37138953,11.44124176,4002.829123,2.280838964,0.45043435,3698797.929,241.0775465,21.00133444,6.443151783,2247.01861,2.054918444,1133903.354,48.52480877,2.269496303,1.03490574,0.329083196,168.4367667,1
175.4882813,12521.77238,15826652.79,218.0280853,4662.524134,31989623.75,3517.03279,2.092281324,2082494.995,0.324442932,24.62415143,11.64464185,4215.646029,2.258347353,0.412006226,3698337.659,250.5009851,41.49537129,7.308958503,2890.216975,1.945637661,1131583.514,49.21625366,2.323261503,1.032017201,0.333777484,245.3960071,1
115.8203125,197549.2382,15161611.9,9236.493239,168688.1324,31266492.12,29114.13035,1.174462468,1977986.498,0.408505036,86.04752021,26.17702244,20721.39333,1.566874585,0.199480168,3635127.82,190.5006647,64.5165624,16.25612198,14321.18154,1.250709172,1089480.297,37.87169559,1.364676293,1.025155646,1.163888295,8878.322759,1
112.6953125,161399.6029,15321048.11,7545.732781,135934.503,31425997.07,16786.42321,1.413597168,2033087.37,0.355370513,63.74145605,20.3649891,12584.88566,1.783430716,0.176375262,3669385.942,228.7633441,70.31375888,12.66637794,8699.855842,1.467156373,1110846.797,44.54057632,1.458971865,1.025651822,0.933184069,7154.447527,1
138.4765625,100447.7596,15551562.98,3624.073831,97457.48307,31611155.79,5742.39589,1.879412454,2074697.524,0.301078616,49.06099505,14.51539097,6354.298623,2.080178536,0.481974541,3690322.907,225.4657048,46.19343599,10.25535145,5686.052896,1.651831078,1121678.19,47.05311287,1.930677765,1.032562119,0.720799912,5129.341214,1
0,3616562.567,0,251677.6195,5717640.495,0,351187.144,0.093041361,421229.169,0.550919734,280.871738,72.12823489,158027.9781,0.684577766,0.033901552,3009715.695,145.2750555,61.88041518,31.41303994,53843.94191,0.675573433,935968.6373,12.48638954,0.326149374,1.051579799,3.415879528,300928.4471,1
73.046875,193691.3872,15158275.47,7681.029638,139771.0618,31385582.13,19216.09806,1.354893401,2028510.966,0.415201371,104.7849644,30.86405964,28985.38501,1.421120442,0.122169489,3603479.993,202.4494766,125.4853227,20.85189966,23545.13089,1.034798792,1047383.856,42.31600158,1.183629993,1.020589536,1.26787159,7356.371673,1
83.8867187,490560.4744,13923643.22,21312.69215,392815.5753,30171160.89,79667.78712,0.737293002,1744500.348,0.471259405,157.824282,39.75650873,47422.4604,1.207321258,0.116787729,3521220.33,160.3038183,117.9352058,24.49006283,32424.229,0.895835294,1011285.974,40.8591738,1.250514127,1.033936675,1.758164302,20674.50396,1
0,748518.877,12797291.05,38107.87474,686329.1484,28553541.81,54906.32307,0.898950936,1856371.782,0.456682537,73.99182573,33.36089643,33427.91412,1.359192228,0.142087512,3583075.565,169.919187,118.376174,23.11436829,28880.85123,0.946093319,1024373.081,38.47645087,1.290745567,1.025485351,1.877301349,36122.58676,1
101.4648438,152775.8121,15329958.48,6015.955482,111055.2184,31529857.98,14279.66116,1.483832892,2045136.768,0.385040735,90.390171,26.80528963,22084.98281,1.539197768,0.058518072,3632620.2,232.3574784,89.86799944,15.18736967,12500.61891,1.30975209,1096555.29,41.09375945,1.306071781,1.019632549,1.055490249,5845.011494,1
76.6601562,584337.4634,13565801.39,27540.57106,498279.6662,29677149.89,112207.1697,0.588556729,1585304.964,0.482920763,177.3583607,41.38706392,51409.79308,1.172260195,0.203406269,3495849.915,182.2821724,83.90609181,18.84746444,19224.18736,1.122847765,1069866.832,42.78978854,1.491962518,1.024844094,1.784727768,26225.24559,1
0,798712.3108,12614572.91,43105.30544,776574.181,28139831.87,72928.27564,0.775679307,1774159.999,0.46874845,66.25546064,31.53970593,29842.63129,1.408462832,0.168379301,3594019.075,187.2981523,96.0011361,19.54646757,20657.90396,1.091611069,1061239.457,42.21794963,1.546751927,1.039126132,1.910908076,40872.32532,1
0,1017514,11376604.9,43333.11156,781148.9567,27980135.27,242758.7629,0.253404502,803111.772,0.527125618,51.77443871,26.43067711,21223.82906,1.556470297,0.297419335,3631581.53,173.5746779,100.8316789,22.916038,28371.28423,0.953824044,1030721.796,42.63241234,0.828367756,1.118680104,2.465391338,41113.10298,1
0,909332.962,11888504.05,37411.82266,673519.6554,28591310.41,184086.4499,0.373557025,1135420.215,0.516142415,147.4429011,50.37275114,76249.53165,1.001071622,0.120576047,3371400.633,196.660502,107.6630507,21.01368141,24003.83875,1.026419553,1050158.621,26.64500787,0.79141238,1.097270867,2.443634108,35448.40292,1
152.8320313,223529.5868,14921826.16,4436.680972,83589.62096,31641408.31,62197.90796,0.844798447,1810054.915,0.457423521,227.0538935,50.08550673,75806.94972,1.003599747,0.429531246,3366558.178,242.9279751,19.13763998,7.610184149,3169.773603,1.905553112,1130869.777,34.95134303,1.42958197,1.031041912,1.346119036,4399.453734,1
175.5859375,24575.56725,15788763.1,877.0531383,17796.98865,31940345.54,6100.68208,1.853131631,2073923.946,0.317569734,74.85129971,14.79609921,6594.556035,2.064063084,0.568934593,3686124.772,248.5224189,15.23538866,5.829975975,1853.638669,2.138459035,1135396.014,49.5325286,2.069708158,1.040540424,0.468054649,936.6836133,1
175.6835938,36346.45462,15746755.71,1419.557236,26126.60364,31905278.68,4840.117988,1.95363554,2076689.111,0.337785992,23.5468532,10.22894529,3141.005808,2.386107515,0.563064034,3700161.973,251.6214879,43.3933526,8.062782557,3517.836063,1.860319312,1129681.82,50.69671097,2.347996231,1.033638751,0.486328788,1375.084402,1
128.0273438,43052.41585,15731228.91,556.0804551,37620.34561,31872856.97,12219.9962,1.551474598,2046373.919,0.373337441,40.42309763,12.52659112,4710.285315,2.210175092,0.485917309,3694993.197,233.8890752,56.15906265,10.72622227,6220.117407,1.612849948,1119656.61,43.74457056,1.697133902,1.019636931,0.586090451,1980.01819,1
0,278196.4111,14767003.96,9343.533259,169038.713,31259856.79,103770.0341,0.622505063,1585313.051,0.489099382,67.09226203,16.74054808,8522.435363,1.952699826,0.334364878,3682138.948,194.880148,117.4457689,21.14079226,24139.96081,1.023963795,1045685.777,34.29609353,1.022609307,1.095338873,1.456582876,8896.774366,1
10.546875,3066240.673,2400979.34,264063.6867,4861367.727,5120444.73,184897.3003,0.371648288,1264674.365,0.501753243,228.4968609,64.24699071,123852.4733,0.790406308,0.083497961,3172092.87,191.0694631,130.8783087,25.386626,34803.15541,0.865087247,1006529.698,18.61060419,0.568087495,1.022984528,3.888116032,255861.4593,1
0,297919.4641,14619736.55,2754.698587,62087.65661,31770315.82,44143.89824,0.993700687,1899427.546,0.4517652,201.278263,78.99029154,189936.4786,0.60470383,0.295825893,2763150.275,161.4682453,72.22246184,20.65693061,23051.41748,1.04400187,1052690.761,31.1497921,0.893705541,1.031083333,1.599095149,3267.771401,1
0,301940.6223,14639480.45,6574.624175,129722.5295,31429041.99,105186.5451,0.616616887,1571088.966,0.485176055,107.0882239,27.19913756,22207.60105,1.536793295,0.378423406,3623433.928,184.4528853,170.2960028,28.25377529,43142.3957,0.771804022,958631.4826,29.87997072,0.745710322,1.076108894,1.693422691,6827.501555,1
111.5234375,244776.4683,14874057.56,6580.8543,118539.1384,31497187.72,87852.90487,0.694820138,1664630.213,0.476428109,85.86640077,24.24060578,17663.23352,1.636219701,0.41160922,3642463.64,127.5548148,80.95600808,25.57243272,35324.28432,0.85863268,995001.5362,10.49200653,0.720110422,1.066946013,1.525703902,6238.902022,1
56.3476562,239367.857,14902548.43,3198.739094,57793.68487,31786701.03,30510.0331,1.154124294,1966014.176,0.430913019,172.2460124,67.66687948,138966.96,0.740399816,0.176375262,3039920.157,153.4653892,76.16980906,20.99455154,23817.64391,1.029801314,1046655.711,36.63699959,1.264237599,1.025128864,1.420616729,3041.772888,1
0,1346352.825,9862795.898,58677.90494,1080931.358,26110319.89,273473.746,0.201663979,675602.735,0.533598963,52.10321819,19.68304122,11622.85516,1.817964308,0.095138482,3672295.512,193.9505335,39.48864032,16.17207666,14133.54414,1.256436539,1093400.329,38.53111735,1.183769105,1.086754228,2.400734088,56891.1241,1
0,1392452.946,9629515.45,62869.66079,1143137.604,25759541.44,281969.8655,0.18837697,620335.937,0.532808816,50.17625014,12.95128248,5034.439077,2.181277152,0.644010481,3693883.069,237.5698096,100.2148634,16.70093848,15073.38153,1.228478843,1085497.41,37.65613666,1.29774416,1.157637383,2.450083875,60165.13703,1
140.4296875,129007.0057,15442364.84,4200.951477,91468.04869,31645328.55,27236.49377,1.203414063,1989023.13,0.418707014,109.9384052,30.06400302,27141.99136,1.44965679,0.010714819,3612405.117,246.8763346,22.34388623,9.367498236,4741.092038,1.730748367,1128573.927,50.42718484,2.024163058,1.062609463,0.900888821,4814.107826,1
147.4609375,56530.7045,15700016.33,2227.807622,45666.33563,31837716.93,12747.67803,1.533116054,2046928.75,0.3848948,42.06785628,19.55243665,11476.23851,1.823477091,0.01230826,3676398.121,260.821815,15.38232451,7.249135685,2842.710605,1.952832948,1134266.898,52.29095562,2.179865057,1.079588152,0.570341717,2403.491349,1
28.4179687,196216.9075,15043223.58,913.0791615,18025.9398,31942286.17,12757.75371,1.532772953,2042741.845,0.371888542,310.9657009,67.06277588,138216.5314,0.742751366,0.455400569,3050149.401,150.3407889,69.34617822,21.36257226,24657.18359,1.014757264,1042540.5,33.29425867,0.752730151,1.025829314,1.354665287,948.7336739,1
46.2890625,156905.4127,15224139.01,937.5692039,17783.66473,31944817.13,3754.388508,2.063926334,2081287.807,0.329880812,146.6071779,63.6581939,123568.0718,0.791404714,0.277860733,3125878.78,216.3467583,108.1427282,18.37190204,18234.91913,1.145790688,1071207.922,22.07872904,0.809492608,1.025205367,1.175681935,935.9823544,1
172.7539063,128948.7839,15373002.98,4202.303039,75692.87191,31685679.68,35138.52732,1.092785292,1952676.491,0.436224099,109.1602256,24.72486802,18585.01608,1.61412819,0.095138482,3641599.481,238.9929854,33.20456914,8.755200709,4139.625695,1.789652373,1129041.431,48.69579186,1.995414702,1.091643815,0.886682165,3983.835364,1
0,213692.8272,14978525.68,2232.904401,44671.41927,31844153.73,3295.895605,2.120476011,2083371.546,0.295872208,343.1748178,63.29121814,126511.2667,0.781181861,0.468317485,3081260.837,182.7836603,145.5544201,32.03799916,55614.57719,0.661521897,909288.0579,30.67812065,0.83801053,1.038610936,1.409243444,2351.12733,1
11.2304687,202642.1261,15047116.29,1998.395276,38250.01513,31858539.63,5213.900071,1.921335216,2077232.608,0.332364512,17.2306569,54.85101577,95533.39022,0.903154762,0.230581035,3257116.95,131.6469372,109.7217964,34.59818538,64826.98496,0.594955823,869161.1398,31.96135638,0.868106364,1.041958456,1.368128637,2013.158691,1
138.8671875,242712.2593,15024424.26,8551.634135,154148.9795,31329539.69,72812.90133,0.776366906,1775055.09,0.47086423,21.56972798,17.00227192,8750.322611,1.941240804,0.286236491,3681330.177,220.3893838,49.18274127,12.9361413,9037.09856,1.450641273,1111701.157,48.07409052,1.866585179,1.04253768,1.058531931,8113.104185,1
33.8867187,181562.8433,15132467.46,1937.508238,36331.5775,31869167.56,29687.01745,1.16600001,1960431.934,0.424665547,295.8360257,53.87853797,90934.53835,0.924580856,0.402893626,3267472.253,209.93507,120.7316864,20.43655802,22558.10114,1.053396555,1052628.942,34.10199589,0.870410792,1.023597843,1.34845853,1912.18829,1
37.9882812,153772.9645,15225096.18,1420.812298,28289.40896,31902317.38,33856.14328,1.108930896,1946616.417,0.431068498,21.73725042,49.99096264,78553.44466,0.988143735,0.177968704,3336932.533,172.8225988,49.75449303,17.95963454,17420.28314,1.165638207,1075704.331,26.16807407,0.894144124,1.027320892,1.253669646,1488.916261,1
62.5,179136.9724,15245247.47,7110.661139,128005.6659,31462789.68,38886.50639,1.048771112,1942481.828,0.438310573,83.06082068,21.45005903,14166.89474,1.732009176,0.104727884,3663231.365,243.2189446,50.56026774,9.95445203,5351.150594,1.678190021,1124593.143,45.25074676,1.66726218,1.044544109,0.937860855,6737.140311,1
36.9140625,157174.6445,15225677.76,1332.402795,26206.19547,31910143.36,36155.76166,1.080391681,1946154.634,0.436813252,100.6982953,23.3280635,16759.65179,1.659023594,0.437159115,3647456.489,58.6937904,147.1172986,38.14932167,78607.93008,0.511246461,788622.8924,20.93220893,0.798138415,1.020786039,1.283027524,1379.273446,1
50.8789062,139700.3174,15292889.74,984.7696075,18343.68644,31944767.2,37462.35583,1.06497453,1939209.736,0.444243462,33.00546396,22.33057598,15037.61476,1.706106664,0.270388328,3654075.78,142.4784786,209.823016,36.42265318,71648.16889,0.551507189,825165.0852,31.62935961,0.833300446,1.022595638,1.205349924,965.457181,1
51.3671875,236605.9589,14888590.18,49768.41598,1162096.914,25812407.67,45492.62361,0.980630677,1901882.785,0.423812497,215.7019249,52.75598771,84235.46728,0.957814353,0.422533267,3342202.356,141.3055474,129.7828747,30.09796855,49022.34993,0.716315361,940404.2395,36.17772101,1.132073004,1.082741724,1.370396083,61162.99548,1
24.4140625,244984.0164,14868276.24,41086.56994,965892.6059,26958465.75,42536.24235,1.009811875,1918948.135,0.413567602,134.9559376,53.46314031,86288.30198,0.947357542,0.095138482,3338005.072,149.2076398,140.7374085,30.80148774,51346.62778,0.696197962,930736.9418,39.02647308,1.127942392,1.084252137,1.390993769,50836.45294,1
0,381884.0504,14236259.76,5342.441801,103166.2088,31552728.85,14197.77544,1.486330316,2039835.368,0.38801136,360.2786725,86.18157589,222832.2442,0.535334515,0.201812827,2606014.231,164.8705878,127.0081496,31.62000877,53990.92045,0.674389571,930600.8833,28.53131228,0.704024909,1.029485305,1.796196397,5429.800462,1
0,401925.9739,14189675.92,6038.737928,119705.3325,31479156.92,13675.80517,1.502596547,2040378.155,0.38720751,281.6590685,85.43772944,219042.5705,0.542783988,0.406633771,2622512.817,153.3299951,112.957332,31.03825397,52022.28024,0.690520614,938413.2628,23.1593758,0.705699818,1.028994193,1.852520595,6300.280658,1
63.1835937,634553.4134,13482848.01,29591.82073,873198.3075,27764038.08,38329.58686,1.055035738,1938385.967,0.433676047,59.76976923,37.87987351,45255.29542,1.227635497,0.147750813,3529745.924,192.9342783,107.415461,20.82572057,23441.83733,1.036708172,1052016.23,28.22934595,0.952886268,1.01622366,1.728840564,45957.80566,1
80.2734375,208786.1538,15111120.19,10981.8981,367907.725,30336993.56,46669.89846,0.969535045,1900791.192,0.442859727,142.4954468,35.60842789,40198.81102,1.279090487,0.321594128,3549870.319,174.1571343,84.43069372,20.25429154,22178.48343,1.060766919,1056528.962,37.0873191,0.962809175,1.016485197,1.279814689,19363.56447,1
