F1,F11,F15,F28,F32,F36,F53,F55,F57,F60,F65,F71,F74,F76,F77,F78,F85,F86,F92,F95,F97,F99,F106,F118,F126,F132,F40,class
15.8203125,259822.1588,14830915.85,4032.78541,77241.42731,31710500.17,28415.9486,1.185003765,1987285.14,0.420213063,212.3318386,47.45555697,68537.55898,1.047379529,0.010714819,3413997.717,58.9483746,142.097275,43.63609473,102840.1346,0.394551487,695096.1376,7.03763499,0.216385869,1.012165115,1.650917709,4065.338279,1
49.609375,246483.4595,14919745.14,4138.374795,75028.12492,31694434.14,25300.90268,1.235428026,2000711.008,0.425640439,86.85428867,55.4341664,93571.21609,0.912167583,0.122169489,3317130.204,145.473757,79.65471395,30.12807841,49445.71154,0.712580932,955515.2443,6.54117086,0.244458729,1.008342383,1.522367307,3948.84868,1
53.2226562,196586.0844,15114377.33,1910.728974,35066.47294,31869063.4,33289.68216,1.116258513,1969520.629,0.442000249,196.2687904,50.55369422,78119.43536,0.990549843,0.033901552,3392489.017,197.3500596,133.8054077,29.96343244,48836.45625,0.717965311,956434.6588,20.14974238,0.281354871,1.009368407,1.393704711,1845.603839,1
169.3359375,58662.67204,15694441.92,1329.893932,24371.46271,31918670.73,24604.53513,1.247548392,2008883.475,0.404049254,58.86082669,24.76060728,18397.43528,1.618533609,0.033901552,3652851.205,256.3445637,18.01775347,10.66730128,6148.68308,1.617865611,1126092.705,48.09318265,1.390528576,1.091894656,0.608185544,1282.708564,1
165.625,20087.8334,15806368.9,814.2752085,18325.40761,31939138.69,2510.287392,2.238684791,2085397.626,0.298053222,13.99701274,6.77770256,1378.685009,2.743534553,0.521151073,3706248.417,273.6913436,3.963093361,1.949688958,205.357594,3.09209789,1139852.638,53.57096494,3.148516908,1.044697549,0.273820148,964.4951374,1
147.7539063,102385.1109,15535266.44,3008.701718,54978.88095,31786658.62,28961.22811,1.176749237,1982807.025,0.392891825,29.38799899,23.64253499,17469.46205,1.641010107,0.168379301,3654269.66,242.24846,34.68365836,14.74865793,11765.64005,1.336065878,1108531.601,48.36085601,1.47335252,1.029110162,0.869218124,2893.625313,1
145.1171875,87895.51735,15589246.52,3498.202293,77890.23723,31705441.81,19742.25559,1.343162439,2022365.735,0.379918332,60.8648879,25.9646115,20736.23481,1.566563653,0.01230826,3644839.435,248.4679968,34.65804683,15.08479299,12304.65734,1.316613528,1107450.805,46.14143768,1.266500624,1.085525858,0.792655327,4099.48617,1
22.7539062,181977.3865,15175304.28,6427.654219,115831.3219,31495762.92,17345.06173,1.399380319,2033414.421,0.391463871,82.89754506,44.6668498,60911.89713,1.098605242,0.109393203,3467633.827,248.9579023,26.83940861,12.80290072,8854.338443,1.459513182,1117415.369,41.47516422,1.280318045,1.027765716,1.134641874,6096.385362,1
133.1054688,173777.3323,15234312.66,5941.522333,107534.2842,31544862.05,24542.7314,1.248640617,2005968.084,0.397297638,144.3238683,40.8508966,51145.42094,1.174499249,0.033901552,3519434.415,249.1482405,28.00517773,14.005735,10608.62793,1.381018192,1113002.645,39.25028849,1.108706072,1.051865372,1.076281159,5659.699167,1
159.765625,79221.36307,15620869.03,1635.577659,30587.58513,31897743.15,50431.46697,0.935870994,1897324.507,0.413889129,82.07759519,29.69275246,26468.52582,1.460568337,0.010714819,3618699.642,244.5191031,31.08113141,12.09524148,7915.346259,1.508193564,1119501.704,46.49903728,1.535907183,1.029999927,0.763801518,1609.872902,1
115.8203125,110215.6734,15511377.23,3117.262839,56667.89887,31790435.16,36248.03654,1.079284739,1959696.726,0.400899882,94.56142901,34.06951407,34932.80081,1.340068658,0.058518072,3589065.929,243.8732245,39.52161147,13.14453398,9338.429936,1.436397978,1115794.643,45.28029539,1.189145375,1.069488722,0.843713944,2982.520993,1
75.1953125,222851.7246,15063100.34,5509.326391,103511.9938,31589280.21,66040.61582,0.818763517,1803255.431,0.450039986,90.44127242,42.96457551,55386.43987,1.139903206,0.01230826,3503368.833,199.0611988,54.45044383,21.87690471,25925.05445,0.992981917,1057903.053,39.04822472,1.112922213,1.031873261,1.250218253,5447.999672,1
92.578125,257099.8955,14951424.12,8477.805719,160123.3114,31346308.44,68748.85601,0.801309414,1806731.061,0.450136663,106.4392532,47.33271159,67212.64187,1.05585707,0.058518072,3457957.631,222.179921,75.62996102,23.48958161,29845.70441,0.931821962,1045538.031,45.64714397,1.031354648,1.070372751,1.387231064,8427.542707,1
84.9609375,179586.8492,15207086.25,3875.649428,69833.57958,31727487.86,86951.94921,0.69929689,1735730.12,0.469081438,103.7919491,40.65828036,55697.40647,1.137471728,0.033901552,3505199.143,197.4346056,78.248338,22.99214795,28656.94109,0.94947336,1045485.452,36.2932146,0.955127692,1.022743466,1.200138324,3675.451557,1
71.7773437,153030.138,15326812.1,2808.756391,51647.8485,31806770.11,75007.64776,0.763469871,1791115.148,0.461605607,75.33068569,36.16660076,44894.62033,1.231110521,0.033901552,3553692.623,201.7624316,83.90476859,23.996293,31195.82964,0.912607885,1037364.148,37.0480164,0.935557339,1.038244904,1.142027508,2718.307816,1
157.03125,60328.27377,15685774.96,1845.146616,34685.42663,31879724.99,18007.71454,1.383098493,2032963.246,0.360195158,61.47986504,21.27946543,13596.81316,1.749845428,0.01230826,3667331.849,248.5003736,36.9184131,13.17492939,9379.218694,1.434505382,1115380.693,48.40561342,1.625811938,1.036857305,0.688149418,1825.54877,1
164.7460938,73668.82324,15635336.22,2644.788073,49829.88293,31810514.63,14524.20237,1.476459015,2042448.809,0.355924944,63.47489011,24.47869563,17977.99713,1.628549035,0.033901552,3652932.859,242.0350033,34.90374925,14.3432423,11118.99729,1.360613665,1110163.577,48.09750132,1.328138149,1.070550578,0.758655374,2622.625417,1
152.1484375,64461.46965,15671769.5,7264.092292,153967.9361,31353643.88,8600.582079,1.704002869,2064877.942,0.354093859,35.4768751,17.98512592,9744.482188,1.894511166,0.287829933,3681370.816,252.8879773,29.20528384,7.591098886,3118.257489,1.91266712,1132777.846,51.09622064,1.883158987,1.038459513,0.677502091,8103.575585,1
152.9296875,76357.19299,15636211.19,10981.69541,231039.1775,30996333.74,19277.71203,1.353503191,2027342.573,0.381948103,35.30857525,20.60780148,12937.19189,1.77144091,0.122169489,3671878.438,248.6854164,33.62789396,9.660404644,5040.039905,1.704198211,1127918.62,48.6322099,1.453981349,1.081340742,0.784529904,12159.95671,1
162.109375,55105.68619,15701612.34,2062.658216,50806.9914,31819058.91,11298.58974,1.585518531,2056150.094,0.357206212,64.29343608,20.39315543,12486.53415,1.786837809,0.058518072,3669878.23,253.4501864,20.36723385,7.525224064,3062.332191,1.920524251,1133375.346,49.15219227,1.881491681,1.028626644,0.610890852,2674.052179,1
147.65625,75596.85707,15635841.35,5966.357877,138613.2822,31435364.08,9365.598095,1.666999321,2064680.181,0.35757966,62.15476721,23.01383587,15910.46004,1.681604466,0.058518072,3659092.352,262.1290607,21.96099669,9.315356771,4687.43968,1.735690013,1129751.168,48.43680321,1.598898444,1.073912362,0.719755756,7295.435904,1
165.0390625,60306.29158,15677153.21,2021.114476,45430.10967,31830073.42,19580.70994,1.346730594,2023649.492,0.397346631,31.88984316,19.56069858,11778.6851,1.812180817,0.056924631,3675449.046,247.2157324,29.31395894,8.870849907,4255.51304,1.777664378,1129719.561,49.42587351,1.829084164,1.035786741,0.664612629,2391.058404,1
133.8867188,96196.73729,15566764.34,8978.708145,161616.8461,31294013.27,19962.55951,1.338343228,2024352.797,0.387142186,47.93155347,24.24308204,17848.19578,1.631695845,0.01230826,3654106.911,255.5716473,21.67376338,10.68056714,6162.88945,1.616863505,1125457.172,47.09855625,1.515167024,1.048425785,0.853016594,8506.149793,1
156.0546875,51850.98648,15712428.13,1345.673398,31209.88916,31897065.89,13278.47202,1.515400399,2050614.58,0.37431239,74.39666788,25.29559139,19841.51042,1.585717881,0.033901552,3645758.386,254.7311,21.57084489,9.168691089,4560.533845,1.747607444,1129643.612,47.71468374,1.627981408,1.031287587,0.630947611,1642.625745,1
149.609375,66864.34746,15664355.59,4962.642666,131021.7599,31455806.7,20254.04005,1.332048101,2023709.485,0.401398715,42.72894188,27.42867202,22994.56132,1.521670483,0.01230826,3635963.456,254.2299857,25.97569493,11.73215915,7444.422107,1.534829022,1122227.412,46.75553358,1.438427183,1.040832974,0.713818008,6895.882098,1
159.5703125,47062.54005,15728559.22,1526.584053,29466.39049,31904705.73,17136.34166,1.404637752,2033240.682,0.368239823,78.74187763,20.77967254,12953.86201,1.770881707,0.154863798,3666553.009,253.0923048,27.7581714,9.967066487,5366.379662,1.67695603,1127061.453,49.70858978,1.86076777,1.041657286,0.611989039,1550.862657,1
148.828125,72136.12556,15650694.09,3198.838978,66775.98213,31746405.43,20504.07434,1.326719859,2021253.523,0.375515215,63.56332566,23.42009878,16455.4054,1.66697952,0.058518072,3656896.654,247.1392319,23.26051321,12.24058938,8091.16497,1.498653618,1120214.12,48.37659945,1.561864893,1.048583581,0.726651255,3514.525375,1
170.5078125,49179.64935,15724607.19,2966.294705,61557.34826,31775522.23,10315.01123,1.625069401,2060278.357,0.360078848,27.62174951,16.4229289,8093.67015,1.975115342,0.177968704,3686568.507,261.4325625,22.82565282,7.715623814,3215.422786,1.899345216,1133134.889,50.19456011,1.90176896,1.03196126,0.566684126,3239.860435,1
151.7578125,47019.7773,15726055.03,5166.181429,119647.1614,31497259.33,11552.34958,1.575873293,2055284.708,0.359676377,60.41989642,24.15513358,17523.01245,1.639680945,0.058518072,3655007.597,253.6250216,21.16639782,9.907966563,5303.764495,1.682052238,1128194.525,48.28267382,1.622943991,1.087502293,0.583561408,6297.219023,1
161.5234375,57362.49924,15700150.09,2006.351506,36159.00523,31874090.68,17472.10978,1.396211002,2034530.204,0.387083483,42.81892746,14.85574219,6719.63379,2.055904267,0.150937696,3690622.392,261.8509098,18.91728147,7.322903901,2902.531745,1.943791767,1134018.228,49.34475486,1.875864867,1.026879356,0.623768576,1903.105538,1
134.2773438,69888.39149,15652034.11,1975.326435,36724.67316,31867458.43,18273.56646,1.376734124,2030308.354,0.404085404,36.78223661,20.92518904,13141.40566,1.76463963,0.104727884,3669769.346,254.8412133,18.23088167,10.4775906,5928.115078,1.633728466,1126210.532,50.2843555,1.501321505,1.079445042,0.65337096,1932.877535,1
168.9453125,49061.66077,15725000.53,1923.441502,36984.30329,31868620.24,11082.07417,1.593920967,2056746.937,0.342201721,35.89012819,21.05409698,13308.87011,1.759140681,0.075959677,3670315.626,252.3633418,29.7285595,10.08048672,5487.680497,1.667250395,1126768.261,49.96556034,1.732022687,1.026377359,0.614248928,1946.542278,1
150,80904.70314,15619942.67,4424.834507,100047.7055,31606619.29,16315.73767,1.425947876,2039046.453,0.362173518,38.30742203,23.26186521,16233.58506,1.672873305,0.058518072,3658933.652,249.2609994,22.28298193,11.31487619,6913.803255,1.566938518,1123756.926,47.45379308,1.349263333,1.07530673,0.759128713,5265.668711,1
167.0898438,59395.43724,15689469.43,2965.142309,57713.91028,31782270.56,16998.36906,1.408148404,2037533.228,0.369721591,39.40649208,17.02634227,8702.108853,1.943640083,0.166785859,3682957.515,265.6586703,15.64847473,5.94890304,1911.038501,2.125221713,1136300.771,50.70533683,1.947175591,1.022647894,0.587436256,3037.574225,1
148.828125,127597.8279,15454008.96,5563.186408,105311.8201,31566463.75,11574.99603,1.575022838,2054669.841,0.358596143,35.99036007,20.3640007,12497.7407,1.78644824,0.056924631,3673198.617,259.8628355,13.78950216,8.114590993,3555.717447,1.855668981,1132697.477,47.40558433,1.401578665,1.101504304,0.730042521,5542.727376,1
27.5390625,709597.3969,13072886.5,22103.97883,424412.5368,29997743.47,204887.3904,0.327063856,1197296.349,0.509235748,174.7780116,68.82511901,160886.8034,0.676791376,0.033901552,3059622.619,176.5058201,108.5059777,43.35012644,101482.0161,0.40032498,773915.7292,36.40402378,0.457333513,1.023214138,2.241164222,22337.50194,1
31.640625,756745.5864,12924643.89,17179.10519,355054.1784,30340173.78,242987.4882,0.252995508,1025718.944,0.515801666,144.4327145,76.83762734,204974.4696,0.571612608,0.01230826,2864278.88,158.8793879,106.7348913,47.80261349,123416.1314,0.315342898,685173.9456,29.87933736,0.332077716,1.023822647,2.465589897,18687.06202,1
86.9140625,581041.1644,13678337.76,29290.44214,528403.737,29496784.41,106554.6283,0.611004813,1658175.333,0.482245372,78.75342107,44.48993318,59477.06987,1.108957631,0.058518072,3494662.558,219.8125986,40.81554499,16.32978315,14412.97082,1.247934708,1097926.816,42.91314077,0.955445604,1.020549531,1.715093643,27810.723,1
71.7773437,633998.2319,13466106.74,29314.68047,528671.4258,29489057.02,112417.1879,0.587744626,1627430.295,0.473339487,136.2074524,54.19700074,88433.90064,0.936690806,0.01230826,3373477.432,236.596587,65.39658607,17.02872533,15673.47466,1.211525352,1093692.243,34.02707505,0.836625584,1.022241557,1.83338205,27824.81189,1
72.5585937,361512.3844,14564083.2,12665.67248,437673.1704,30001622.87,95838.15599,0.657038227,1700612.576,0.501867518,117.0155262,55.75407782,94186.73326,0.909320153,0.01230826,3343748.498,201.7077761,81.87132575,27.51699668,41165.07081,0.792178929,1000832.433,41.84188663,0.866684722,1.023975052,1.636519503,23035.43002,1
63.8671875,531235.5804,13903159.73,19057.81023,507378.1453,29661366.26,105739.6982,0.614339033,1669746.151,0.507626092,126.9215538,62.14011183,116446.965,0.817182595,0.033901552,3242900.307,177.3828108,91.76493334,31.76745814,54861.22549,0.667444925,946680.193,38.67124208,0.714905391,1.024316254,1.870503109,26704.11291,1
104.6875,313417.1486,14749907.06,11778.26924,226221.5197,31042760.72,74871.80274,0.764257116,1798572.629,0.471118384,143.2066982,68.72075199,142388.3401,0.729837021,0.033901552,3147653.333,198.2688738,70.06424074,31.47634925,53561.26698,0.677859396,957604.8927,38.64798701,0.704280282,1.026996197,1.583252632,11906.39577,1
78.125,496434.1927,14014563.23,17472.38476,338949.3099,30495708.46,180900.982,0.381137882,1329787.831,0.506422264,137.9830506,79.29668205,189184.9839,0.60642554,0.01230826,2938961.621,200.8426032,85.77361509,36.33602547,71395.34684,0.553042355,890354.7258,37.20305042,0.58374704,1.02914415,1.935061271,17839.43736,1
66.3085937,682232.8472,13203417.24,31539.84677,573922.3508,29370316.15,231620.6299,0.273802094,1037121.378,0.47715543,172.2893748,65.25924618,129483.5112,0.771096676,0.033901552,3177145.319,204.2072284,100.3115861,30.09837823,48924.40355,0.71718393,972926.9794,32.88853754,0.560766376,1.023730699,2.27741828,30206.43952,1
9.1796875,947470.2168,12102673.26,58194.63417,1077758.799,26784127.6,224196.0357,0.287951341,1083024.616,0.465560824,194.6059755,79.95575202,193037.0169,0.597671651,0.033901552,2886506.945,169.6611537,85.24549674,34.41501018,64002.65386,0.600513578,916896.3455,26.50640713,0.437095889,1.024970598,2.69914164,56724.1473,1
50.78125,507713.6421,13984035.2,8674.513955,169573.2623,31309728.34,302261.2183,0.158197342,763986.983,0.535402301,163.877421,62.14542393,119858.5438,0.804641878,0.058518072,3216444.969,188.3697832,82.26753464,34.9321992,65908.13203,0.587772754,912102.7588,37.69334021,0.591445843,1.027437405,2.06328396,8924.90854,1
68.2617187,626975.0881,13467421.67,12269.00343,221335.228,31016475.85,387755.028,0.050022649,345321.784,0.546136359,210.2032512,74.57360175,169471.5607,0.654215106,0.033901552,2999129.084,189.8029459,91.4724006,37.10096607,74356.29487,0.535394764,878579.0067,33.59804204,0.493550926,1.031479567,2.241845902,11649.22253,1
138.0859375,274564.8575,14913505.49,15318.08332,319336.443,30585585.83,68714.48446,0.801526594,1810446.875,0.46271518,69.48160462,40.4928502,49510.24288,1.188610669,0.069177361,3537327.779,238.7785018,41.27423784,17.44576405,16435.1814,1.19091742,1094511.055,47.53233467,1.198299235,1.022582034,1.265634025,16807.18121,1
91.5039062,291505.4798,14849562.93,8087.82448,151801.858,31369910.28,89671.03851,0.685924164,1713910.579,0.481959983,81.39470341,49.12737449,72621.46952,1.022243485,0.028156423,3446348.72,234.7696937,42.49106765,19.72520253,21010.69961,1.084257163,1079709.896,44.46997515,1.064851133,1.029033366,1.409385455,7989.571473,1
59.765625,586816.4444,13643595.44,18083.83082,333347.2873,30392290.72,120345.3393,0.558148323,1587465.795,0.459018408,142.6570535,69.71534173,158974.9244,0.681983139,0.01230826,3057403.994,172.9169144,78.21577704,31.66930311,54337.50283,0.671610678,954124.2219,35.35470033,0.562906804,1.026129695,2.040100737,17544.59407,1
56.0546875,906354.4369,12245452.35,27529.896,507973.5809,29530475.69,177728.5119,0.388821659,1347172.046,0.487699099,218.792445,91.69110665,268178.5033,0.454888916,0.01230826,2541977.339,187.2514336,113.6734825,34.85095135,65850.77764,0.588150843,908004.1616,30.5137487,0.451606608,1.032238093,2.430404468,26735.45163,1
105.1757813,374459.4193,14526603.55,11947.75506,222864.3086,31012669.94,118217.5253,0.56589567,1610889.352,0.486139677,93.9796128,44.31499044,59530.83348,1.10856524,0.033901552,3489839.011,218.2116139,68.42158542,27.30507752,40261.5798,0.801816747,1008360.528,44.41234049,0.898146154,1.028713137,1.697801137,11729.70045,1
